age,gender,daily_screen_time_min,social_media_time_min,negative_interactions_count,positive_interactions_count,sleep_hours,physical_activity_min,anxiety_level,stress_level,mood_level,mental_state
32,0,395,158,1,1,7.0,20,2,7,6,2
19,0,458,229,1,3,6.7,14,3,8,5,2
18,0,411,206,1,3,6.9,19,3,8,5,2
69,1,195,107,0,1,8.0,40,2,6,6,2
40,1,211,74,0,1,7.9,39,1,5,7,1
31,0,368,92,0,1,7.2,23,2,6,6,2
28,0,381,95,0,1,7.1,22,2,6,6,2
31,1,394,98,0,1,7.0,21,2,6,6,2
27,0,326,82,0,1,7.4,27,1,6,7,2
23,0,459,115,0,1,6.7,14,2,7,6,2
25,1,472,118,0,1,6.6,13,2,7,6,2
30,1,324,211,1,2,7.4,28,3,7,6,2
34,1,337,219,1,2,7.3,26,3,7,6,2
31,1,361,217,1,3,7.2,24,3,7,6,2
13,0,434,260,1,3,6.8,17,3,8,5,2
26,0,398,159,1,1,7.0,20,2,7,6,2
37,0,210,84,1,1,8.0,39,2,6,6,2
28,0,343,137,1,1,7.3,26,2,7,6,2
14,1,414,207,1,3,6.9,19,3,8,5,2
66,1,211,116,0,1,7.9,39,2,6,6,2
24,1,443,244,1,2,6.8,16,3,8,5,2
22,1,456,251,1,2,6.7,14,3,8,5,2
33,1,349,192,1,2,7.3,25,3,7,6,2
44,0,242,133,1,1,7.8,36,2,6,6,2
32,1,347,121,1,1,7.3,25,2,7,6,2
21,0,480,168,1,1,6.6,12,3,8,5,2
20,1,493,173,1,2,6.5,11,3,8,5,2
24,0,504,126,1,1,6.5,10,2,7,6,2
24,0,460,299,2,3,6.7,14,4,9,4,2
41,0,233,151,1,1,7.8,37,2,6,6,2
22,0,497,298,1,4,6.5,10,3,8,5,2
68,1,210,126,1,2,8.0,39,2,6,6,2
26,1,322,193,1,3,7.4,28,3,7,6,2
13,1,395,237,1,3,7.0,20,3,8,5,2
18,0,393,157,1,1,7.0,21,2,7,6,2
60,1,166,66,0,1,8.2,43,1,5,7,1
40,2,239,96,1,1,7.8,36,2,6,6,2
26,0,372,149,1,1,7.1,23,2,7,6,2
34,1,385,154,1,1,7.1,22,2,7,6,2
35,1,370,185,1,2,7.2,23,3,7,6,2
27,0,383,192,1,3,7.1,22,3,7,6,2
50,0,146,80,0,1,8.3,45,1,5,7,1
19,0,459,252,1,2,6.7,14,3,8,5,2
27,0,352,194,1,2,7.2,25,3,7,6,2
15,0,423,148,1,1,6.9,18,2,7,6,2
20,0,520,130,1,1,6.4,8,2,7,6,2
44,0,212,53,0,0,7.9,39,1,5,7,1
28,1,345,86,0,1,7.3,26,1,6,7,2
25,1,478,120,0,1,6.6,12,2,7,6,2
21,0,491,123,1,1,6.5,11,2,7,6,2
18,0,444,111,0,1,6.8,16,2,7,6,2
22,0,476,309,2,3,6.6,12,4,9,4,2
51,0,189,123,1,1,8.1,41,2,6,6,2
64,1,213,128,1,2,7.9,39,2,6,6,2
55,1,145,87,0,1,8.3,46,1,5,7,1
32,1,338,203,1,3,7.3,26,3,7,6,2
33,0,351,211,1,3,7.2,25,3,7,6,2
31,0,364,218,1,3,7.2,24,3,7,6,2
21,0,469,188,1,2,6.7,13,3,8,5,2
21,0,482,193,1,2,6.6,12,3,8,5,2
17,1,435,174,1,2,6.8,16,3,8,5,2
39,1,266,133,1,2,7.7,33,2,6,6,2
32,0,399,200,1,3,7.0,20,3,8,5,2
45,1,211,106,0,1,7.9,39,2,6,6,2
19,1,462,254,1,2,6.7,14,3,8,5,2
35,0,355,195,1,2,7.2,24,3,7,6,2
35,0,379,133,1,1,7.1,22,2,7,6,2
24,1,512,179,1,2,6.4,9,3,8,5,2
14,1,395,99,0,1,7.0,20,2,7,6,2
19,0,492,320,2,3,6.5,11,4,9,4,2
36,0,208,125,1,2,8.0,39,2,6,6,2
44,0,245,98,1,1,7.8,36,2,6,6,2
32,0,378,151,1,1,7.1,22,2,7,6,2
20,0,511,204,1,2,6.4,9,3,8,5,2
26,1,321,160,1,2,7.4,28,2,7,6,2
30,0,334,167,1,2,7.3,27,3,7,6,2
26,0,358,197,1,2,7.2,24,3,7,6,2
16,1,455,159,1,1,6.7,14,2,7,6,2
28,0,327,114,0,1,7.4,27,2,6,6,2
37,1,220,77,0,1,7.9,38,1,5,7,1
19,0,473,166,1,1,6.6,13,3,8,5,2
32,1,366,128,1,1,7.2,23,2,7,6,2
28,0,351,88,0,1,7.2,25,1,6,7,2
59,0,184,46,0,0,8.1,42,1,5,7,1
42,0,257,64,0,1,7.7,34,1,5,7,0
21,1,510,128,1,1,6.4,9,2,7,6,2
43,0,268,174,1,2,7.7,33,3,7,6,2
21,0,440,286,2,3,6.8,16,4,9,4,2
28,0,333,216,1,2,7.3,27,3,7,6,2
42,1,226,147,1,1,7.9,37,2,6,6,2
45,1,224,134,1,2,7.9,38,2,6,6,2
32,0,357,214,1,3,7.2,24,3,7,6,2
13,1,430,258,1,3,6.8,17,3,8,5,2
32,1,383,230,1,3,7.1,22,3,7,6,2
41,1,276,166,1,2,7.6,32,3,7,6,2
47,1,148,89,0,1,8.3,45,1,5,7,1
29,0,381,152,1,1,7.1,22,2,7,6,2
30,0,337,168,1,2,7.3,26,3,7,6,2
23,0,470,235,1,3,6.6,13,3,8,5,2
21,0,494,272,1,2,6.5,11,3,8,5,2
17,0,447,246,1,2,6.8,15,3,8,5,2
25,0,520,286,1,3,6.4,8,3,8,5,2
29,1,330,115,0,1,7.4,27,2,6,6,2
26,0,343,120,0,1,7.3,26,2,6,6,2
13,0,416,146,1,1,6.9,18,2,7,6,2
66,0,187,47,0,0,8.1,41,1,5,7,1
33,1,323,210,1,2,7.4,28,3,7,6,2
28,1,336,218,1,2,7.3,26,3,7,6,2
28,1,349,227,2,2,7.3,25,3,8,5,2
64,1,182,118,1,1,8.1,42,2,6,6,2
13,1,420,252,1,3,6.9,18,3,8,5,2
61,0,193,116,0,2,8.0,41,2,6,6,2
26,1,397,159,1,1,7.0,20,2,7,6,2
27,1,353,176,1,2,7.2,25,3,7,6,2
19,0,486,243,1,3,6.6,11,3,8,5,2
25,1,510,280,1,2,6.4,9,3,8,5,2
26,2,322,177,1,2,7.4,28,3,7,6,2
27,1,335,184,1,2,7.3,26,3,7,6,2
44,1,226,79,0,1,7.9,37,1,5,7,1
27,1,359,126,1,1,7.2,24,2,7,6,2
33,1,372,130,1,1,7.1,23,2,7,6,2
31,1,383,96,0,1,7.1,22,2,6,6,2
32,0,339,220,1,2,7.3,26,3,7,6,2
29,1,352,229,2,2,7.2,25,3,8,5,2
32,1,365,237,2,2,7.2,24,4,8,5,2
18,1,438,285,2,3,6.8,16,4,9,4,2
21,1,496,298,1,4,6.5,10,3,8,5,2
31,1,389,233,1,3,7.1,21,3,8,5,2
22,0,452,181,1,2,6.7,15,3,8,5,2
50,1,189,94,0,1,8.1,41,2,6,6,2
13,0,442,221,1,3,6.8,16,3,8,5,2
23,1,515,258,1,3,6.4,8,3,8,5,2
21,1,447,224,1,3,6.8,15,3,8,5,2
19,0,445,245,1,2,6.8,16,3,8,5,2
22,1,458,252,1,2,6.7,14,3,8,5,2
34,1,351,193,1,2,7.2,25,3,7,6,2
35,0,364,200,1,2,7.2,24,3,7,6,2
23,0,497,273,1,2,6.5,10,3,8,5,2
21,0,482,169,1,2,6.6,12,3,8,5,2
45,1,255,89,0,1,7.7,34,1,5,7,0
14,0,448,157,1,1,6.8,15,2,7,6,2
18,1,380,133,1,1,7.1,22,2,7,6,2
17,1,459,115,0,1,6.7,14,2,7,6,2
55,0,151,38,0,0,8.2,45,1,5,7,1
17,0,404,101,0,1,7.0,20,2,7,6,2
18,0,415,270,2,2,6.9,18,4,9,4,2
44,0,248,161,1,1,7.8,35,2,6,6,2
33,0,381,248,2,2,7.1,22,4,8,5,2
30,0,392,235,1,3,7.0,21,3,8,5,2
23,0,444,266,1,4,6.8,16,3,8,5,2
28,0,348,139,1,1,7.3,25,2,7,6,2
67,0,205,102,0,1,8.0,40,2,6,6,2
69,0,218,109,0,1,7.9,38,2,6,6,2
18,0,401,221,1,2,7.0,20,3,8,5,2
33,0,354,195,1,2,7.2,25,3,7,6,2
22,0,498,174,1,2,6.5,10,3,8,5,2
19,0,511,179,1,2,6.4,9,3,8,5,2
19,0,454,114,0,1,6.7,15,2,7,6,2
23,0,467,117,0,1,6.7,13,2,7,6,2
60,1,180,45,0,0,8.1,42,1,5,7,1
33,1,371,241,2,2,7.1,23,4,8,5,2
14,0,444,289,2,3,6.8,16,4,9,4,2
31,1,327,196,1,3,7.4,27,3,7,6,2
26,0,364,146,1,1,7.2,24,2,7,6,2
35,1,320,160,1,2,7.4,28,2,7,6,2
21,0,453,226,1,3,6.7,15,3,8,5,2
35,0,346,173,1,2,7.3,25,3,7,6,2
29,0,357,196,1,2,7.2,24,3,7,6,2
44,1,274,96,0,1,7.6,33,2,6,6,2
23,0,446,156,1,1,6.8,15,2,7,6,2
31,0,339,119,0,1,7.3,26,2,6,6,2
22,1,472,165,1,1,6.6,13,3,8,5,2
30,1,350,88,0,1,7.2,25,1,6,7,2
49,0,183,46,0,0,8.1,42,1,5,7,1
37,1,267,174,1,2,7.7,33,3,7,6,2
40,0,280,182,1,2,7.6,32,3,7,6,2
24,0,463,278,1,4,6.7,14,3,8,5,2
24,0,476,286,1,4,6.6,12,3,8,5,2
31,0,369,221,1,3,7.2,23,3,7,6,2
29,1,380,152,1,1,7.1,22,2,7,6,2
13,1,453,181,1,2,6.7,15,3,8,5,2
67,0,145,58,0,1,8.3,46,1,5,7,1
31,0,338,135,1,1,7.3,26,2,7,6,2
19,1,456,228,1,3,6.7,14,3,8,5,2
33,0,349,174,1,2,7.3,25,3,7,6,2
34,0,373,205,1,2,7.1,23,3,7,6,2
55,1,206,113,0,1,8.0,39,2,6,6,2
26,1,399,219,1,2,7.0,20,3,8,5,2
20,0,449,157,1,1,6.8,15,2,7,6,2
40,0,222,78,0,1,7.9,38,1,5,7,1
32,0,355,124,1,1,7.2,24,2,7,6,2
34,0,366,92,0,1,7.2,23,2,6,6,2
14,1,439,110,0,1,6.8,16,2,7,6,2
50,0,142,92,1,1,8.3,46,2,6,6,2
22,0,455,296,2,3,6.7,14,4,9,4,2
37,1,228,148,1,1,7.9,37,2,6,6,2
47,0,181,118,1,1,8.1,42,2,6,6,2
31,0,359,215,1,3,7.2,24,3,7,6,2
69,1,192,115,0,2,8.0,41,2,6,6,2
20,0,505,303,1,4,6.5,10,3,8,5,2
27,1,396,158,1,1,7.0,20,2,7,6,2
62,0,148,59,0,1,8.3,45,1,5,7,1
31,0,341,136,1,1,7.3,26,2,7,6,2
38,1,232,116,0,2,7.8,37,2,6,6,2
20,1,485,242,1,3,6.6,12,3,8,5,2
37,1,258,129,1,2,7.7,34,2,6,6,2
16,1,451,226,1,3,6.7,15,3,8,5,2
51,1,209,115,0,1,8.0,39,2,6,6,2
38,1,201,111,0,1,8.0,40,2,6,6,2
39,1,214,118,0,1,7.9,39,2,6,6,2
64,1,167,92,0,1,8.2,43,2,6,6,2
38,1,225,79,0,1,7.9,38,1,5,7,1
14,0,418,146,1,1,6.9,18,2,7,6,2
19,0,491,172,1,2,6.5,11,3,8,5,2
15,1,442,110,0,1,6.8,16,2,7,6,2
18,0,455,114,0,1,6.7,14,2,7,6,2
34,1,327,82,0,1,7.4,27,1,6,7,2
19,0,460,115,0,1,6.7,14,2,7,6,2
19,1,458,298,2,3,6.7,14,4,9,4,2
19,0,471,306,2,3,6.6,13,4,9,4,2
32,1,364,237,2,2,7.2,24,4,8,5,2
32,1,375,225,1,3,7.1,22,3,7,6,2
45,0,268,161,1,2,7.7,33,2,6,6,2
37,1,200,120,0,2,8.0,40,2,6,6,2
13,1,391,156,1,1,7.0,21,2,7,6,2
36,0,224,90,1,1,7.9,38,2,6,6,2
34,0,357,143,1,1,7.2,24,2,7,6,2
25,1,488,244,1,3,6.6,11,3,8,5,2
29,0,381,190,1,3,7.1,22,3,7,6,2
14,1,454,227,1,3,6.7,15,3,8,5,2
13,0,384,211,1,2,7.1,22,3,7,6,2
26,2,361,126,1,1,7.2,24,2,7,6,2
29,1,374,131,1,1,7.1,23,2,7,6,2
33,1,387,135,1,1,7.1,21,2,7,6,2
32,1,400,140,1,1,7.0,20,2,7,6,2
22,0,518,130,1,1,6.4,8,2,7,6,2
25,0,450,112,0,1,6.8,15,2,7,6,2
15,0,403,101,0,1,7.0,20,2,7,6,2
29,1,356,89,0,1,7.2,24,1,6,7,2
41,1,234,152,1,1,7.8,37,2,6,6,2
21,0,511,307,1,4,6.4,9,3,8,5,2
28,1,323,194,1,3,7.4,28,3,7,6,2
23,0,456,274,1,4,6.7,14,3,8,5,2
40,1,229,137,1,2,7.9,37,2,6,6,2
19,1,467,187,1,2,6.7,13,3,8,5,2
18,1,444,222,1,3,6.8,16,3,8,5,2
42,0,277,138,1,2,7.6,32,2,7,6,2
20,1,460,253,1,2,6.7,14,3,8,5,2
21,2,473,260,1,2,6.6,13,3,8,5,2
20,1,486,267,1,2,6.6,11,3,8,5,2
30,0,377,132,1,1,7.1,22,2,7,6,2
17,1,393,98,0,1,7.0,21,2,6,6,2
38,0,226,56,0,0,7.9,37,1,5,7,1
31,0,359,90,0,1,7.2,24,2,6,6,2
19,0,492,123,1,1,6.5,11,2,7,6,2
69,1,190,124,1,1,8.0,41,2,6,6,2
34,1,383,249,2,2,7.1,22,4,8,5,2
19,2,516,335,2,3,6.4,8,4,9,4,2
69,0,148,96,1,1,8.3,45,2,6,6,2
33,1,326,196,1,3,7.4,27,3,7,6,2
36,1,219,131,1,2,7.9,38,2,6,6,2
53,0,183,73,0,1,8.1,42,1,5,7,1
32,1,400,200,1,3,7.0,20,3,8,5,2
13,0,392,196,1,3,7.0,21,3,8,5,2
40,1,236,130,1,1,7.8,36,2,6,6,2
22,1,489,269,1,2,6.6,11,3,8,5,2
27,0,382,210,1,2,7.1,22,3,7,6,2
21,1,513,180,1,2,6.4,9,3,8,5,2
63,0,145,51,0,0,8.3,46,1,5,7,1
61,1,158,55,0,0,8.2,44,1,5,7,1
23,0,471,165,1,1,6.6,13,3,8,5,2
18,1,424,148,1,1,6.9,18,2,7,6,2
38,0,229,57,0,1,7.9,37,1,5,7,1
45,1,242,60,0,1,7.8,36,1,5,7,0
21,1,495,124,1,1,6.5,10,2,7,6,2
40,1,266,173,1,2,7.7,33,3,7,6,2
49,0,219,142,1,1,7.9,38,2,6,6,2
49,1,162,97,0,1,8.2,44,2,6,6,2
46,1,175,105,0,1,8.1,42,2,6,6,2
16,0,428,257,1,3,6.9,17,3,8,5,2
16,1,439,176,1,2,6.8,16,3,8,5,2
61,1,212,85,1,1,7.9,39,2,6,6,2
23,0,455,228,1,3,6.7,14,3,8,5,2
20,1,468,234,1,3,6.7,13,3,8,5,2
20,0,481,240,1,3,6.6,12,3,8,5,2
35,0,372,205,1,2,7.1,23,3,7,6,2
43,0,208,73,0,1,8.0,39,1,5,7,1
29,0,341,119,0,1,7.3,26,2,6,6,2
24,1,474,166,1,1,6.6,13,3,8,5,2
15,0,425,106,0,1,6.9,18,2,7,6,2
33,1,378,94,0,1,7.1,22,2,6,6,2
20,0,441,287,2,3,6.8,16,4,9,4,2
22,0,454,295,2,3,6.7,15,4,9,4,2
13,1,407,265,2,2,7.0,19,4,9,4,2
20,1,480,312,2,3,6.6,12,4,9,4,2
15,1,433,281,2,2,6.8,17,4,9,4,2
31,1,358,215,1,3,7.2,24,3,7,6,2
21,0,491,295,1,4,6.5,11,3,8,5,2
40,1,275,110,1,1,7.6,32,2,7,6,2
37,0,207,83,1,1,8.0,39,2,6,6,2
21,2,460,184,1,2,6.7,14,3,8,5,2
43,0,231,116,0,2,7.8,37,2,6,6,2
29,0,364,182,1,2,7.2,24,3,7,6,2
20,1,497,248,1,3,6.5,10,3,8,5,2
59,1,210,105,0,1,8.0,39,2,6,6,2
52,1,208,114,0,1,8.0,39,2,6,6,2
33,1,344,120,0,1,7.3,26,2,6,6,2
25,0,477,167,1,1,6.6,12,3,8,5,2
45,1,250,88,0,1,7.8,35,1,5,7,0
42,1,263,92,0,1,7.7,34,2,6,6,2
24,0,516,181,1,2,6.4,8,3,8,5,2
17,1,441,110,0,1,6.8,16,2,7,6,2
21,0,514,128,1,1,6.4,9,2,7,6,2
15,1,386,96,0,1,7.1,21,2,6,6,2
21,0,457,297,2,3,6.7,14,4,9,4,2
25,1,494,296,1,4,6.5,11,3,8,5,2
19,0,507,304,1,4,6.5,9,3,8,5,2
21,1,450,180,1,2,6.8,15,3,8,5,2
17,0,403,161,1,1,7.0,20,2,7,6,2
20,1,476,190,1,2,6.6,12,3,8,5,2
45,1,247,124,1,2,7.8,35,2,6,6,2
32,2,323,178,1,2,7.4,28,3,7,6,2
65,1,156,86,0,1,8.2,44,1,5,7,1
60,0,169,93,0,1,8.2,43,2,6,6,2
37,1,240,84,0,1,7.8,36,1,5,7,0
37,0,253,89,0,1,7.7,35,1,5,7,0
35,0,397,99,0,1,7.0,20,2,7,6,2
25,0,449,112,0,1,6.8,15,2,7,6,2
25,0,462,116,0,1,6.7,14,2,7,6,2
24,1,473,307,2,3,6.6,13,4,9,4,2
24,0,510,306,1,4,6.4,9,3,8,5,2
23,1,442,265,1,4,6.8,16,3,8,5,2
32,0,335,201,1,3,7.3,26,3,7,6,2
33,0,348,209,1,3,7.3,25,3,7,6,2
32,1,346,138,1,1,7.3,25,2,7,6,2
41,1,239,96,1,1,7.8,36,2,6,6,2
35,1,372,149,1,1,7.1,23,2,7,6,2
18,1,445,178,1,2,6.8,16,3,8,5,2
35,0,398,159,1,1,7.0,20,2,7,6,2
37,1,263,132,1,2,7.7,34,2,6,6,2
19,1,516,258,1,3,6.4,8,3,8,5,2
22,0,448,224,1,3,6.8,15,3,8,5,2
21,1,461,230,1,3,6.7,14,3,8,5,2
43,1,234,117,0,2,7.8,37,2,6,6,2
47,1,159,87,0,1,8.2,44,1,5,7,1
25,0,472,260,1,2,6.6,13,3,8,5,2
20,0,485,267,1,2,6.6,12,3,8,5,2
16,0,436,153,1,1,6.8,16,2,7,6,2
24,0,452,113,0,1,6.7,15,2,7,6,2
36,0,225,56,0,0,7.9,38,1,5,7,1
33,0,358,90,0,1,7.2,24,2,6,6,2
15,1,429,279,2,2,6.9,17,4,9,4,2
30,0,325,195,1,3,7.4,28,3,7,6,2
27,1,362,145,1,1,7.2,24,2,7,6,2
25,1,495,198,1,2,6.5,10,3,8,5,2
33,1,399,200,1,3,7.0,20,3,8,5,2
49,1,151,76,0,1,8.2,45,1,5,7,1
14,0,415,228,1,2,6.9,18,3,8,5,2
13,1,428,235,1,2,6.9,17,3,8,5,2
23,0,501,276,1,2,6.5,10,3,8,5,2
29,1,392,137,1,1,7.0,21,2,7,6,2
23,0,444,155,1,1,6.8,16,2,7,6,2
55,0,157,55,0,0,8.2,44,1,5,7,1
15,0,408,102,0,1,7.0,19,2,7,6,2
25,2,481,120,0,1,6.6,12,2,7,6,2
24,1,505,328,2,3,6.5,10,4,9,4,2
25,1,518,337,2,3,6.4,8,4,9,4,2
21,1,461,277,1,4,6.7,14,3,8,5,2
29,0,354,212,1,3,7.2,25,3,7,6,2
23,1,487,292,1,4,6.6,11,3,8,5,2
69,0,200,120,0,2,8.0,40,2,6,6,2
19,0,513,308,1,4,6.4,9,3,8,5,2
24,1,445,267,1,4,6.8,16,3,8,5,2
58,1,158,95,0,1,8.2,44,2,6,6,2
45,0,258,103,1,1,7.7,34,2,6,6,2
31,0,391,156,1,1,7.0,21,2,7,6,2
24,1,454,227,1,3,6.7,15,3,8,5,2
23,0,467,234,1,3,6.7,13,3,8,5,2
17,0,431,237,1,2,6.8,17,3,8,5,2
15,0,387,135,1,1,7.1,21,2,7,6,2
57,0,160,56,0,0,8.2,44,1,5,7,1
23,1,473,166,1,1,6.6,13,3,8,5,2
44,2,244,61,0,1,7.8,36,1,5,7,0
39,0,257,64,0,1,7.7,34,1,5,7,0
19,0,510,128,1,1,6.4,9,2,7,6,2
22,1,440,286,2,3,6.8,16,4,9,4,2
42,1,237,142,1,2,7.8,36,2,6,6,2
25,0,514,206,1,2,6.4,9,3,8,5,2
36,1,206,82,1,1,8.0,39,2,6,6,2
43,1,219,88,1,1,7.9,38,2,6,6,2
19,0,470,235,1,3,6.6,13,3,8,5,2
39,0,243,122,1,2,7.8,36,2,6,6,2
19,0,496,248,1,3,6.5,10,3,8,5,2
29,0,387,213,1,2,7.1,21,3,8,5,2
32,0,400,220,1,2,7.0,20,3,8,5,2
25,0,463,162,1,1,6.7,14,2,7,6,2
30,1,356,125,1,1,7.2,24,2,7,6,2
13,1,429,150,1,1,6.9,17,2,7,6,2
50,0,202,71,0,1,8.0,40,1,5,7,1
39,0,275,96,0,1,7.6,32,2,6,6,2
22,1,500,125,1,1,6.5,10,2,7,6,2
31,1,336,218,1,2,7.3,26,3,7,6,2
29,1,349,227,2,2,7.3,25,3,8,5,2
37,1,253,152,1,2,7.7,35,2,6,6,2
30,1,386,232,1,3,7.1,21,3,8,5,2
28,1,399,239,1,3,7.0,20,3,8,5,2
44,1,211,127,1,2,7.9,39,2,6,6,2
29,0,344,206,1,3,7.3,26,3,7,6,2
30,0,329,132,1,1,7.4,27,2,7,6,2
21,1,462,185,1,2,6.7,14,3,8,5,2
21,1,486,243,1,3,6.6,11,3,8,5,2
50,1,199,100,0,1,8.0,40,2,6,6,2
22,1,512,256,1,3,6.4,9,3,8,5,2
31,0,322,177,1,2,7.4,28,3,7,6,2
22,1,455,250,1,2,6.7,14,3,8,5,2
34,0,359,126,1,1,7.2,24,2,7,6,2
21,1,492,172,1,2,6.5,11,3,8,5,2
40,1,276,69,0,1,7.6,32,1,6,7,2
30,0,328,82,0,1,7.4,27,1,6,7,2
59,0,161,40,0,0,8.2,44,1,5,7,1
39,0,234,58,0,1,7.8,37,1,5,7,1
55,1,187,47,0,0,8.1,41,1,5,7,1
23,0,500,125,1,1,6.5,10,2,7,6,2
29,0,352,229,2,2,7.2,25,3,8,5,2
30,1,365,237,2,2,7.2,24,4,8,5,2
22,0,509,305,1,4,6.5,9,3,8,5,2
58,1,141,85,0,1,8.3,46,1,5,7,1
22,1,454,272,1,4,6.7,15,3,8,5,2
24,1,467,280,1,4,6.7,13,3,8,5,2
21,1,465,186,1,2,6.7,14,3,8,5,2
43,1,238,95,1,1,7.8,36,2,6,6,2
45,0,262,131,1,2,7.7,34,2,6,6,2
15,0,398,219,1,2,7.0,20,3,8,5,2
15,1,435,152,1,1,6.8,16,2,7,6,2
25,1,508,178,1,2,6.5,9,3,8,5,2
25,0,440,154,1,1,6.8,16,2,7,6,2
19,1,451,113,0,1,6.7,15,2,7,6,2
25,1,464,116,0,1,6.7,14,2,7,6,2
22,0,488,317,2,3,6.6,11,4,9,4,2
21,1,501,326,2,3,6.5,10,4,9,4,2
33,0,394,256,2,2,7.0,21,4,8,5,2
30,0,326,212,1,2,7.4,27,3,7,6,2
24,1,444,266,1,4,6.8,16,3,8,5,2
21,1,457,274,1,4,6.7,14,3,8,5,2
23,0,481,192,1,2,6.6,12,3,8,5,2
43,0,254,102,1,1,7.7,35,2,6,6,2
30,1,387,155,1,1,7.1,21,2,7,6,2
22,1,520,208,1,2,6.4,8,3,8,5,2
21,1,452,181,1,2,6.7,15,3,8,5,2
43,1,278,139,1,2,7.6,32,2,7,6,2
22,1,474,261,1,2,6.6,13,3,8,5,2
34,0,367,202,1,2,7.2,23,3,7,6,2
37,1,260,143,1,1,7.7,34,2,6,6,2
39,0,273,150,1,1,7.6,33,2,6,6,2
21,0,511,179,1,2,6.4,9,3,8,5,2
29,0,323,113,0,1,7.4,28,2,6,6,2
37,0,216,76,0,1,7.9,38,1,5,7,1
43,1,227,57,0,1,7.9,37,1,5,7,1
15,1,420,105,0,1,6.9,18,2,7,6,2
25,1,493,123,1,1,6.5,11,2,7,6,2
25,1,504,328,2,3,6.5,10,4,9,4,2
34,0,397,258,2,2,7.0,20,4,9,4,2
14,0,389,253,2,2,7.1,21,4,8,5,2
19,1,462,300,2,3,6.7,14,4,9,4,2
29,1,340,204,1,3,7.3,26,3,7,6,2
16,0,413,248,1,3,6.9,19,3,8,5,2
18,0,426,256,1,3,6.9,17,3,8,5,2
24,0,497,199,1,2,6.5,10,3,8,5,2
21,0,510,204,1,2,6.4,9,3,8,5,2
27,1,322,129,1,1,7.4,28,2,7,6,2
23,1,453,226,1,3,6.7,15,3,8,5,2
34,0,370,204,1,2,7.2,23,3,7,6,2
35,0,326,114,0,1,7.4,27,2,6,6,2
35,1,339,119,0,1,7.3,26,2,6,6,2
23,0,472,165,1,1,6.6,13,3,8,5,2
69,0,185,65,0,1,8.1,42,1,5,7,1
29,1,363,91,0,1,7.2,24,2,6,6,2
19,0,496,124,1,1,6.5,10,2,7,6,2
25,0,509,127,1,1,6.5,9,2,7,6,2
38,1,280,182,1,2,7.6,32,3,7,6,2
29,2,332,216,1,2,7.3,27,3,7,6,2
55,1,165,107,1,1,8.2,44,2,6,6,2
31,1,356,214,1,3,7.2,24,3,7,6,2
20,1,489,293,1,4,6.6,11,3,8,5,2
33,1,393,157,1,1,7.0,21,2,7,6,2
19,0,469,234,1,3,6.7,13,3,8,5,2
24,1,506,278,1,2,6.5,9,3,8,5,2
36,0,279,153,1,1,7.6,32,2,7,6,2
35,1,331,182,1,2,7.3,27,3,7,6,2
68,1,162,57,0,1,8.2,44,1,5,7,1
34,1,355,124,1,1,7.2,24,2,7,6,2
45,0,259,65,0,1,7.7,34,1,5,7,0
44,1,215,140,1,1,7.9,38,2,6,6,2
19,0,468,304,2,3,6.7,13,4,9,4,2
27,0,372,223,1,3,7.1,23,3,7,6,2
25,1,448,179,1,2,6.8,15,3,8,5,2
27,0,341,136,1,1,7.3,26,2,7,6,2
22,0,474,190,1,2,6.6,13,3,8,5,2
28,0,365,182,1,2,7.2,24,3,7,6,2
19,0,498,249,1,3,6.5,10,3,8,5,2
24,1,441,243,1,2,6.8,16,3,8,5,2
27,1,334,184,1,2,7.3,27,3,7,6,2
32,1,347,191,1,2,7.3,25,3,7,6,2
62,0,178,62,0,1,8.1,42,1,5,7,1
22,1,491,172,1,2,6.5,11,3,8,5,2
23,1,515,129,1,1,6.4,8,2,7,6,2
16,0,387,97,0,1,7.1,21,2,6,6,2
42,0,231,150,1,1,7.8,37,2,6,6,2
16,0,448,269,1,4,6.8,15,3,8,5,2
29,0,344,138,1,1,7.3,26,2,7,6,2
61,0,177,71,0,1,8.1,42,1,5,7,1
22,0,501,250,1,3,6.5,10,3,8,5,2
23,1,514,257,1,3,6.4,9,3,8,5,2
23,1,457,251,1,2,6.7,14,3,8,5,2
36,0,230,127,1,1,7.8,37,2,6,6,2
67,1,183,101,0,1,8.1,42,2,6,6,2
35,1,374,131,1,1,7.1,23,2,7,6,2
18,0,447,156,1,1,6.8,15,2,7,6,2
56,1,150,38,0,0,8.2,45,1,5,7,1
27,1,343,86,0,1,7.3,26,1,6,7,2
29,1,356,89,0,1,7.2,24,1,6,7,2
34,0,367,239,2,2,7.2,23,4,8,5,2
23,1,500,325,2,3,6.5,10,4,9,4,2
18,0,453,294,2,3,6.7,15,4,9,4,2
41,1,205,133,1,1,8.0,40,2,6,6,2
64,0,143,86,0,1,8.3,46,1,5,7,1
23,1,456,274,1,4,6.7,14,3,8,5,2
33,0,349,209,1,3,7.3,25,3,7,6,2
22,1,480,192,1,2,6.6,12,3,8,5,2
43,1,277,138,1,2,7.6,32,2,7,6,2
31,1,329,164,1,2,7.4,27,3,7,6,2
29,0,353,194,1,2,7.2,25,3,7,6,2
19,1,510,178,1,2,6.4,9,3,8,5,2
45,1,202,71,0,1,8.0,40,1,5,7,1
21,1,466,116,0,1,6.7,13,2,7,6,2
